Luminosity,Phi
1.7318880963439252e+42,0.0025855659517231644
4.266984660171595e+42,0.001848617202198238
1.0512895220294981e+43,0.0009742712281855403
2.5901420959984666e+43,0.0004246823302347227
6.381530431799557e+43,0.00028728510574702347
1.5722662750780689e+44,0.00031226641929023725
3.873712217103353e+44,0.00011241591094448541
9.543959937823199e+44,0.00011241591094448746
2.35141812787753e+45,6.245328385804745e-05
