Luminosity,Phi
1.9994632614242823e+42,0.00217409214550446
5.996243406146575e+42,0.0014049557732741086
1.7982293388148782e+43,0.0006973503108221853
5.392757658336377e+43,0.00036918545867056866
1.6172483972879483e+44,0.0002051030325947634
4.850009112661141e+44,0.00014357212281633226
1.454482096401673e+45,7.178606140816613e-05
4.3618849359073605e+45,3.076545488921405e-05
