11.259340659340658, -7.948950520379091
11.153846153846153, -7.748264433978718
11.041758241758242, -7.579347636490493
10.942857142857143, -7.399802314088027
10.850549450549451, -7.241397755683468
10.73846153846154, -7.083062968777253
10.646153846153847, -6.914076399790684
10.567032967032967, -6.755625327053897
10.474725274725275, -6.597220768649339
10.375824175824176, -6.449421477992905
10.276923076923076, -6.26987615559044
10.17142857142857, -6.090354090354089
10.092307692307692, -5.953067038781324
9.986813186813187, -5.773544973544973
9.881318681318682, -5.594022908308621
9.76923076923077, -5.414524100238384
9.670329670329672, -5.224396767253909
9.571428571428573, -5.066015466015465
9.485714285714286, -4.918169661026803
9.347252747252746, -4.717599860457002
9.274725274725276, -4.580289551718122
9.182417582417582, -4.4324670038955745
9.09010989010989, -4.284644456073027
8.984615384615385, -4.105122390836676
8.912087912087912, -3.9889761032618165
8.806593406593407, -3.8412000697714976
8.694505494505496, -3.6511192511192503
8.589010989010989, -3.4927612070469207
8.476923076923077, -3.3344264201407054
8.378021978021978, -3.1866271294842714
8.246153846153845, -3.0177801034943883
8.127472527472527, -2.8700505843362976
8.015384615384615, -2.7328798185941037
7.903296703296704, -2.6168730740159307
7.7846153846153845, -2.4585615442758293
7.6000000000000005, -2.353392639106924
7.461538461538462, -2.2374789231932084
7.263736263736265, -2.0688644688644686
7.112087912087913, -1.9953253096110235
6.98021978021978, -1.9005523576952144
6.821978021978023, -1.7952904238618521
6.7032967032967035, -1.7216349787778356
6.531868131868132, -1.6270015698587124
6.347252747252748, -1.5112506541077968
6.175824175824176, -1.4166172451886734
6.010989010989011, -1.3325425896854466
5.918681318681319, -1.2905401476830045
5.800000000000001, -1.2380487237630091
