Luminosity,Phi
1.5889156149693402e+42,0.0011431642100766222
3.460390048017492e+42,0.0006801103528303812
7.536145514341544e+42,0.0005932877545967279
1.64124530544955e+43,0.00031834952685677413
3.5743552821982973e+43,0.00023152692862311337
7.784342560467825e+43,0.0001302338973504985
1.695298433272775e+44,8.682259823366751e-05
