Luminosity,Phi
1.959536516769887e+42,0.0018188369735196073
5.720030204339438e+42,0.0008515941899138046
1.6697185920520462e+43,0.000725432087704341
4.874030515659148e+43,0.00038899981514581197
1.422765104291058e+44,0.00018924315331417878
4.153155248997432e+44,8.410806813963501e-05
1.2123363491452571e+45,2.1027017034908752e-05
3.538898344370024e+45,3.154052555236265e-05
